"table","in_physical_list","in_biblio","in_metadata","n_categories","dropped_by_ncat_filter","in_tags","reason"
"liang_2026_intrinsic_motivation",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"lindstrom2021_conscientiousness",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"lindstrom2021_honesty_humility",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"lindstrom2021_team_identification",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"lindstrom2021_violent_intentions",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"liu_2018_gse",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"liu_2018_lot_r",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"liu_2018_panas",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"liu_2018_shyness",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"liu_2018_swls",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"lu_2017_gad7",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"lu_2017_phq9",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"lu_2017_pss10",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"luu_2024_stai6",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ma2021_sme_covid",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ma2026_bsmas",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ma2026_igds",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ma2026_sabas",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"makowska_2023_pdts",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"makowska_2023_pss4",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"megart_tonkovic_2021",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"mekheimer_2026_cai",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"mekheimer_2026_flp",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"mekheimer_2026_id",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"mekheimer_2026_paf",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"menaldi_2023_brief_cope",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"menaldi_2023_mbi",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"merlo2025_eet",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"merlo2025_eng_agentic",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"merlo2025_eng_cognitive",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"merlo2025_eng_comprehensive",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"merlo2025_eng_emotional",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"moe2025_erq",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"moe2025_scs",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"moe2025_sis",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"muslih_2024_rses",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"nabwera_2021_bdi",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"nakano_2020_osce_contact_precautions",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"nelson2019_ipqrd",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"nicoletti_correct_irw",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"nicoletti_omni_irw",TRUE,TRUE,TRUE,11,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"okeke2025_adaptability",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"okeke2025_ai_usefulness_post",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"okeke2025_ai_usefulness_pre",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"okeke2025_cognitive_agility_post",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"okeke2025_cognitive_agility_pre",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"okeke2025_decision_accuracy",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"okeke2025_decision_confidence_post",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"okeke2025_decision_confidence_pre",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"okeke2025_response_time",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"okeke2025_risk_mitigation",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"opladen2025_edeq",TRUE,TRUE,TRUE,28,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"opladen2025_fkg",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"opladen2025_fks",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"opladen2025_wi",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"parenting_anunciacao_2025_material_rewards",TRUE,TRUE,TRUE,0,TRUE,TRUE,"in metadata but n_categories == 0 (filtered out)"
"park_2024_ageism",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"park_2024_mbi",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pellerin2020_cpc_hope",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pellerin2020_cpc_optimism",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pellerin2020_cpc_selfefficacy",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pellerin2020_gq6",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pellerin2020_mwbs_gratbeing",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pellerin2020_mwbs_pd",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pellerin2020_serenity_acceptance",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"perfectionismlit_2021_engagement",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"perfectionismlit_2021_prepost",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"personality_entrepreneurship_brazil__abex",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"personality_entrepreneurship_brazil__con",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"personality_entrepreneurship_brazil__ex",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"personality_entrepreneurship_brazil__inem",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"personality_entrepreneurship_brazil__neu",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"personality_handwriting__financial_behavior",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"personality_handwriting__graphology",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_att_exp_eval",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_att_exp_strength",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_att_instr_eval",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_att_instr_strength",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_ciberlite",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_gen_risk_eval",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_gen_risk_strength",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_gnrc_beliefs",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_nrm_desc_behavior",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_nrm_desc_ident",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_nrm_inj_approval",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_nrm_inj_motivation",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_pbc_cond_power",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_pbc_cond_presence",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_pbc_skill_import",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"peters_2025_pbc_skill_prob",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pickova2025_attitude",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pickova2025_behavioral_intent",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pickova2025_fast_fashion_beliefs",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pickova2025_feelings",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pickova2025_moral_justifications",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pickova2025_perception",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"piterova-slovak-science-related-populism",TRUE,TRUE,TRUE,12,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"poza2026_hlseu",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pranckeviciene_2022_gad7",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"pranckeviciene_2022_phq9",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ptacek2023_aaq2",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ptacek2023_compact",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ptacek2023_dass21",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ptacek2023_swls",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"qin_2025_behavioral_intention",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"qin_2025_cultural_identity",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"qin_2025_perceived_cultural_distance",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"qin_2025_tourism_experience",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"qin_2025_tourist_satisfaction",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"quarter_life_crisis__cd",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"quarter_life_crisis__iuc",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"quarter_life_crisis__mwb",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"quinello_2026_ai_maturity_dimensions",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"quinello_2026_ai_maturity_technology",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"rahman_2022_phq9",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"rashid_2022_mbi",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ren2019_cpti",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ren2019_scpv",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ren2019_sdq",TRUE,TRUE,TRUE,3,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ren2019_ypic",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ren_2019_cpti",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ren_2019_scpv",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ren_2019_sdq",TRUE,TRUE,TRUE,3,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ren_2019_ypic",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"roelen_2020_dietary_diversity",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"roelen_2020_k6",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"roelen_2020_rses",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"rosetti2023_climate_anxiety",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"rosetti2023_climate_knowledge",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"rosetti2023_gad7",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"rosetti_2023_cas",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"rosetti_2023_gad7",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"safiye_2023_mbi",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"safiye_2023_rfq",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"schoepp2022_test_anxiety",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"senosy_2025_anxiety_state",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"senosy_2025_anxiety_trait",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"shi2024_sas",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"shi2024_ysq_adolescent",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"shi2024_ysq_parent",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"shin2024_creactability_adaptability",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"shin2024_creactability_creativity",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"shin2024_creactability_quickness",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"skalka2025_ai_literacy",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"song_2023_mpats",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"song_2023_rses",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"song_2023_slwai",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"stenhouse_2026_math_anxiety",TRUE,TRUE,TRUE,9,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"tan_2026_stem_technology_integration",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"tang_2024_entrepreneurial_intention",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"teshome_2021_pss10",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"threat_isler_2024_exp1_cog_crt",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"tian2026_digital_competence",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"torices_2025_bapq",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"torices_2025_dflex",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"torices_2025_isra_b",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"torices_2025_isra_b_sit",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"tran_2023_gad7",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"tran_2023_gi_symptoms",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"tran_2023_phq9",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"trusz_2025_nfi",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"uffler_2017_lecture_seating",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"uffler_2017_seat_reasons",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"van_der_donk_2019_bdi",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"vermeiren_2022_art",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"villarrealzegarra2026_trif",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wang2022_dass_anxiety",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wang2022_dass_depression",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wang2022_dass_stress",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wang2022_fomo",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wang2022_iat",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wang2022_igas",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wang_2025_green_space_wellbeing",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"weber2026_name_knowledge",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"weida_2020_financial_security",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"westhoff2023_pbat",TRUE,TRUE,TRUE,101,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"westhoff2023_stopd",TRUE,TRUE,TRUE,101,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wilson_2022_kelpie_personality",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wolters2026_css",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wolters2026_panas_na",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wolters2026_panas_pa",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wolters2026_symptom_concerns",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wolters2026_wi",TRUE,TRUE,TRUE,2,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wu2021_burnout",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wu2021_career_expectation",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wu2021_empathy",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wu2021_panas",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wu2021_resilience",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wu2021_swls",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wu2026_liking",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wu2026_novel",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wu2026_typical",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wurm_2016_hbi",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"wurm_2016_mdi",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"xu2024_emotional_exhaust",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"xu2024_noncompliance",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"xu2024_self_efficacy",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"xu2024_turnover_intent",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"xu2024_unethical_behav",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"yandun2026_attention",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"yandun2026_language",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"yandun2026_logical_thinking",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"yandun2026_memory",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"yang2026_efl_learner_perspective",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ye_2025_q15_scale",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ye_2025_q25_scale",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"ye_2025_q32_scale",TRUE,TRUE,TRUE,7,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"yin_2022_gad7",TRUE,TRUE,TRUE,4,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"yin_2022_values_importance",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"zaehl2023_hexaco",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"zaehl2023_twq_balance",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"zaehl2023_twq_cohesion",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"zaehl2023_twq_commitment",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"zaehl2023_twq_communication",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"zaehl2023_twq_coordination",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"zaehl2023_twq_support",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"zhou_2024_smart_home_intention",TRUE,TRUE,TRUE,5,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
"zhu_2024_pyd",TRUE,TRUE,TRUE,6,FALSE,FALSE,"missing from tags sheet (tags:7nkh)"
